@relation _home_developer_dataset_rev_freshrevs_train

@attribute text string
@attribute @@class@@ {neg,pos}

@data
'We travelled to Hurghada from Sharm El Sheikh, where we stayed at the Four Seasons. We were expecting the Oberoi to be excellent and were looking forward to our stay.This hotel is a big disappointment and no comparison to other hotels in the same price bracket. Reception was overstaffed, inefficient and unfriendly. Service is slow and variable. Rooms are big, clean and do at least contain a private courtyard. Resort landscaping is poor and unattractive. The hillside was also very very windy when we visited.For some bizarre reason the hotel insisted on taking the seals off the bottled water in the room, making it impossible to tell whether the water was refilled or new. Replacement bottles inevitably didn\'t arrive.The place is slightly too big to walk easily to/from rooms and yet the small buggys used to transport people can take 15 mins and a couple of phone calls to arrive.Food was OK, the Indian restaurant was good although room service was not. The place felt half empty, which is not surprising considering.The reason I am rating this so poorly is clearer when you compare the Oberoi to other similarly priced hotels. We paid more at the Oberoi than at the Four Seasons Sharm and there is really no comparison whatsover. If you want to stay at an excellent hotel on the Red Sea coast, please think very carefully before including this resort in your plans. I will never return, but look forward to returning to the Four Seasons as soon as I can afford it!NB - The ferry from Sharm to Hurghada works OK, takes around 2.5 hours and the airconditioning is variable (or not working). It may be better to take a daytime sailing for what are probably excellent views across the Red Sea.Liked &#x2014 room sizeDisliked &#x2014 everything else',neg
'The location and structure of the hotel and its rooms is divine and everything that the pictures promise. The Red Sea is beautiful windy but then we were warned of that. The courtyard outside our room gave sanctuary from the wind and we were very happy. The snorkelling is easy to access and excellent.Egypt was not, in our experience, a fine culinary experience. Their best wines were modest mid range and the food was limited with few exceptions both in hotels and restaurants. However, in a 5/6 start hotel like this they should have done much better than they did. During our stay of 7 days we had 3 soiled napkins delivered to us so you need to check carefully. We had plates which had been recycled on a number of occasions greasy, not dirty. We ate in the courtyard restaurant on 4 nights. The food was very ordinary not special at all. Service was very slow as there is only one kitchen for the whole hotel and food comes out in batches. The management of the dining room was non-functional. One night the food was actually cold not cool but cold. We complained and were not charged. The general manager came to see us as gave us another free dinner. By this time (night 5) the wind had abated and we were able to eat at the outside restaurant by the pool. Here the food was better, but still not at the sort of level that should expected and we ate 3 times there well. This didnt spoil our holiday. We had had 10 days in Cairo/ on the Nile Sunboat III with A&ampK first and nothing could spoil that. But this hotel was not worthy of the standard promised and paid for. If you dont like your grub, its wonderful.By the way, go on the Nile first and then to the Red Sea, not the other way round.',neg
'we were booked to go to a Taj group hotel, and that pleased me as i have stayed in Taj hotels before...but it was overbooked and we were bumped here for 2 nights... compared to a Taj hotel, this was like a bad backpackers hostle.....my sheets had been slept in..hairs and blood on the sheet..the pillows were so badly stained it was revolting and the pillow cases were all dirty.mine had an actual shoe print on...the food was very below standard and our shower was broken...the steps from the cottage rooms were unlit and so dangerous after rain...never again with a Muthoot hotel... and no one cared to helpLiked &#x2014 leavingDisliked &#x2014 the time we spent there',neg
'So so service, the tiniest room I\'ve ever had in a hotel, and a cold breakfast means I\'ll be looking elsewhere next time. The room was tiny, not like the rooms in the hotel publicity material. Despite arriving for the hot buffet breakfast at 7am, when the food was being put out, the only hot item were the eggs. Bacon and sausage were barely lukewarm. Overall, a poor standard, and a completely excessive £10 overnight parking charge.',neg
'I stayed im Kairali 10 days im January 2007.Almost everyone was complaining about everything .I changed my room 2 times because: the first time was the room not quite at all (I could ear everything from the neigbourroom, they watched TV very loudly).The second time the badroom was very bad, very old and the water didn\'t run all day.I had problems with the room service: the waiter came in my room at 22.00 in the evening bringing me water, and he wanted to have a talk to me, looking at me in a strange way,but I didn\'t want at all. So I told him: Goodbye, but he still kept staying in my room, so I became frightened and I strenghtly opened the door and I pushed ihm out. After that I talked to the manager, he apologized and fired the boy. And he told me: Please forget it, don\'t tell it anyone, you can have every drink complimentary........But I can\'t forget.And I can\'t forget the catastrophic reception service.They woke me up 2 times at 5.30 o\' clock, but I didn\'t ordered the wake up call!!!!1 time I ordered it, but they forgot to call me.I waited for 2 or 3 important e-mails, they couldn\'t find them on their computer, and this is not an exception. It happened the same to some other people .My husband called me in the evening, they didn\'t pick up the phone.......And at the end the bill was not correct, and I had to complain again......So, even if the garden is beautiful (the pool side has only 4 deck-chairs, and you have to reserve one already at 8.00 o\'clock!) I couldn\'t relax very well because everyday another problem was expecting me........The hygiene in the treatments rooms is not very good. Sometimes I asked them to change the towels where I had to sit or where I had to put my head for the treatment because they were VISIBLY dirty. In a really good center it shouldn\'t happen.So, I can\'t recommend the Kairali Ayurvedic Resort at all.Beware of Kairali.',neg
'I in this hotel for a night recently. First of all, my late check-in was troublesome and the desk didn\'t even notice that another person and I had arrived for ten minutes. Secondly, the room was stifling hot and I hardly slept. Also a lot of black hair in the shower. Most worryingly, the internet (which I had to use) cost 50p/min, and I had soon racked up an internet bill close to the price I had paid for my room for the night. Does not at all deserve 4* rating. Avoid.',neg
'Having asked at the time of booking for a light and airy room suitabe for someone with claustrophobia, and checking the day before that we had been allocated a suitable room with a large double bed, we assumed that everything would be OK. Our room was not ready on arrival at 2pm, over an hour later we checked in and found the room - a very small, dark and dingy room with a three quarter double bed!! We asked to swap rooms and were told it was not possible even though a number of guests had not yet arrived..The bed was too small for two of us to sleep comfortably, you had to almost climb over the bed and the wardrobe which was too close to it. The TV had such poor reception it looked as though it was snowing on all programmes. The net curtains and windows were filthy and the surfaces in the room were all dusty.Breakfast was very poor - little fresh fruit and choice of cereals. The \'hot\' food, like the plates was cold.When we checked out and again complained about the room we were met with total indifference. We were told that all the beds are the same size. I pointed out that a colleague who was travelling alone had a much larger room with a king size bed. Again total indifference from the staff.We booked on a cheaper group rate and the room, service and food certainly reflected this cheap rate. In future we will avoid this hotel at all costs.',neg
'we stayed for 2 nights and were very disappointed. The restaurants have a very slow service and so is the room service. The television had very few channels and that to mostly local, when contacted the reception told us that they dont have licences for the channels. rooms are small but have good views. Hotel needs to get its act right, majorly the service in the restaurants.. i believe our stay was not what we thought it would have been..certainly not upto the standard.',neg
'We were due to stay at The Cardamom County Hotel as part of a tour of Kerala. When we got there our driver helped us to get our luggage into reception and then went. When we saw the receptionist we were told that our booking had been cancelled because our agent had not confirmed it. We later found out that this was not true - I guess they has a better offer - say a party booking - and therefore bumped us. They agreed to find us another hotel and put us in Club Mahindra Tusker Trails - very poor. If you\'re booked at the Cardamom County email them yourselves to check the booking and take a copy of their confirmation with you - and if the same thing happens to you, don\'t let them make a booking for you!',neg
'I went to visit the property when I was last in goa in order to book the four tents for a group of friends for a year later. The property seemed rather nice, although pitched in a back lot on the side of the main road not on the beach. The really terrible experience was with the reservations office of the hotel group. I tried to reserve all four tents for feb 2013 over a month of back and forth. For some reason, they were only willing to rent me half the tents and not all four. I was coming with a group of couples, and we did not want to share. It was supposed to be a romantic trip! The hotel kept on pushing that we should share, that they would put an extra cot into the room.....anyway, I found the whole experience to be filled with rudeness, absurdity and lacking common sense.',neg
'As previously stated on many, many occasions, this should NOT be a four-star hotel. It needs to be reclassified by the powers that be. It\'s by no means the worst hotel in Leeds (I\'ve stayed in most over the past two years) but it has its flaws, and these are highly noticeable. It is, however, the worst four-star hotel in the city, without question. The lobby is fine, but beyond this, the hotel and its rooms are not.It\'s in a perennial state of refurbishment. I stayed there 2 years ago and again recently, and there have been very few changes. It\'s fine preserving the brickwork, but that doesn\'t provide me with a cold drink from the minibar at the end of the day. It\'s also very, very noisy. Whilst the hotel are emptying the bins at stupid o\'clock, simultaneous testing of floorboard declibel levels seems to get underway. Gaping gaps in the door let in every call of owshkiiiipping, and the traffic noise is less than obscured by windows that, although unopenable, seem to magnetically attract unwanted sounds.It isn\'t charming. It\'s rickety. You may well get a cheap rate, but comically overpriced extras such as car parking, the prospect of a £9.95 cheese and tomato sandwich (come on - it\'s a sandwich!) and internet access at £15 A DAY would rocket any rate beyond what are clearly finer hotels in the city, and ones which offer better value when it comes to those little extras.Avoid these, get a cheap rate and it\'s barely a 3/5. If you\'re planning on making the most of your stay in Leeds, avoid. There are many, many better hotels. Whilst it\'s official assessment is more than a little ambitious, its tripadvisor rating doesn\'t lie. If viewed as a very good two star hotel or an average 3 star hotel, you mightn\'t be disappointed.',neg
'My husband and I spent two nights here on a trip through Southern India - just beware, we thought our travel agent had booked us into the Spice Hotel in Kilumy and it was not until we turned off the main road and climbed up the hill on to a track that we discovered our mistake! While the location is good and quiet, it is away from the main town and all life - it is really quite a drive down for a meal in the evening. You could not stay here unless you had a car and driver at your disposal.The hotel consists of a main building which houses the reception and area and dining room and then various bungalows/cottages arranged over the hillside. The main area is approached from the road over a narrow, pedestrian only, suspension bridge. The bungalows, we felt, were rather close together. We were told that this hotel has recently changed hands and is slowly being renovated. We were in one of the \'elegant cottages\' which had already been renovated and it was excellent. A large bedroom, brand new bed and beautifully furnished. The bathroom was good and apart from a problem with the lavatory, worked well. There is no airconditioning as the manager informed us that it was very cool at night. One of the nights we were there it was raining, and quite warm. It is such a pity that when they did the renovations they did not put screens on the windows, as then we would have been able to open them at night. As there were a lot of mosquitoes around during our stay, this was not an option. They did fumigate our room at our request. There was a large completely private verenda with a large day bed, but unfortunately, the lighting was so bad, we could not read our there after dark.The real disappointment with this hotel was the restaurant which was very poor - both the atmosphere and the food. These were so disappointing that things like the cracked and chipped china really annoyed me!! This hotel could be excellent with a bit more input and better staff training and a complete refurbishment of the restaurant - inside reminded me of a school cafeteria and the outside area was so gloomy looking that in our time there, we did not see one person using it.I would suggest that if you want to get the \'feel\' of the area that you stay in one of the hotels in town, if you want a complete rest and \'opt out\' this is for you, in one of the renovated rooms, provided that you are not too hungry!Liked &#x2014 Our cottageDisliked &#x2014 The food and restaurant',neg
'Had a bad feeling when I walked in. Stacks of chairs in reception, a queue to check in, grubby corridors and an equally grubby lift.Got to my room and I really would not have stayed if it was free. Little bigger than the small double bed in it and unbelievably shabby. Falling apart would be my description.Worse still, when I went back to reception to ask for an alternative was the staff \'s attitude.....not impolite, but this quite clearly was a common issue. No problems getting my deposit back and no quibble at the suggestion that the website was mis-representing many of the rooms in the hotel. I very definitely was not the first to complain.Never ever ever stay here. It is aweful.Disliked &#x2014 Dirt and delapidated',neg
'The bed was the most comfortable we have ever slept on in an hotel and the room was fine. The quilt was 10.5 tog and although we requested something lighter it was not forthcoming and we had to use the one in my Dad\'s room. We ate out in the evening at the Red Chilli nearby which was very good but the hotel breakfast was spoilt by poor service, we had to take things such as toast and salt from other tables and there was no orange juice even though we had quite an early breakfast.Although it has been said before, we felt the parking was ridiculously expensive at £10-it should be free to hotel guests.We don\'t feel this hotel deserves its four stars because of the shoddy service and expensive parking and we would not recommend it.Liked &#x2014 Comfy bedDisliked &#x2014 Poor breakfast service',neg
'The headline of our visit was the attempt of the reception staff to make 3 rooms (booked months in advance) into two rooms. Our party of 3 couples was asked to slim it up to one suite and one room, which at first sounded amazing. However, the suite living room would be made into a bedroom using dividers, and to go to the restroom the couple sleeping behind dividers would have to go pass though the other couples bedroom. Funny thing is, that we were asked to do this as a \'favour\' to the staff because of a booking glitch: since when do guests in 5-star hotels ask guest for such favours (sharing toilets with other rooms and sleeping behind dividers in a living room)? Putting pressure on the staff, pointing out that they should have alerted us prior to arrival or at least have arranged for other accommodation, they miraculously arranged three rooms for us. This left them to torment later check-ins for the same favour (instead of simply arranging other accommodation for the guests). Fortunately for the staff, cheerfully drunk Britons appeared later on who were happy to sleep in dorm-like accommodations (as we witnessed in from the bar in the reception later on). This is simply not up to scratch for a 5 star facility, and only putting pressure on the did they compensate us with a free meal. Additionally, the managers gave us late check out as a compensation but they called us later in the evening putting pressure on us to check out at normal time. All in all a ridiculous check-in that lasted more than an hour, and not exactly up to Taj standard.The rooms were nice and clean though far from spacious.The pool area is borderline ridiculous for a 5-star hotel. It has the service level of a 3-star hotel, dirty ground (ever heard of jet washing?) and the view is awful: who enjoys lounging at the pool with a view of the new industrial port in Kochin?The fish restaurant is AMAZING - the best food of our stay in Kerala with amazingly friendly service. The welcome drink is LOVELY if you get the bartender to juice it up with some vodka as we did in the evening in the bar.If staying, remember that the location is quite far from the city and airport. And the facilities really do not justify a stay confined to the premises, so we recommend to book some of the good hotels closer to the city such at the lovely Ramada Resort. We aimed for a relaxing last day in India with luxury but got a hotel that didn\'t live up to standard. Do not expect the comfort of a 5-star hotel here - it is busy, not up to scratch and poorly managed.',neg
'this is the first time for me to write a review: or we like the place and then we go back, or we don\'t, and then they will never see us again. This time however I felt so disappointed (and I can\'t understand why other guests still like this place!) that I had to write about it.Hotel: resort is unattractive, worn out bathrooms and furniture. Armchair in the patiowas broken but never replaced. The shower door to the garden was stuck, was never repaired...etcrestaurant: disgraceful by any standard! Quality of the food was even worse than what you get in a bad kebab restaurant. Red wine was always too warm, so they put it in a ice bucket or just put ice cubes in your glass. Red meat that should be tender was more like sole leather, while the vegetables were still uncooked....etcservice: even worse. Housekeeping was at nauseam to be carried out at 6 pm, when you were bathing/resting/preparing for dinner. Clean?? oh no! patio table was sticky and dirty when we arrived, and still sticky and dirty the next day and... yes! I had to clean it myself. Breakfast tables were never cleaned properly, always sticky from the fruit and fruitjuice and other things from previous guests. Food remained on the tables long after the occupants had left. The 5* prices of this food however were never forgotten!',neg
'First off, we had 5 people from my company stay here on a business trip. The first night, we ate at the Rim Naam restaurant and two people ordered the shrimp, I had the chicken. The two that had the shrimp, got food poisoning and ended up in bed the next day. The manager blamed the supplier of the shrimp.The 3rd day, I go down to have breakfast (buffett), I pour some All-Bran cereal in a bowl, pour some milk, go back to my table and start eating. i notice a large amount of something really tiny, looking very much like flax seed. At first I think, is it a bug? but then I said, no it can\'t be, it is so small and looks like flax seed and they must have augmented the all-bran with some flax seed. I continue eating and then I notice that one of the flax seeds had some legs and was moving! I showed it to a colleague sitting next to me and he pulls it out with a spoon and places it on a plate and it starts crawling!Folks, no exggaeration, it was a whole infestation of bugs in my cereal. i\'m not talking about 1 or 2, i mean an infestation! I call the waiter to get the manager, they were all very appologetic. They again tried to blame the supplier. I mean really? supplier? come on. Kellogs ships these things in prepackaged boxes from Europe, they arrive in India and I doubt that the supplier opens them up and pours them in bigger containers to distribute within India. They distribute the packaged cereal to Oberoi and then Oberoi stores them. Oberoi has a problem in the kitchen!Lastly, the upholstery was stained. The carpet needed cleaning, the couch in the room was dirty. I have stayed at the Leelah hotel before and my company due to budget cuts, decided to put us up at the Oberoi. The good news is that our VP was with us and witnessed everything and he said that he will make a policy change to where we will stay next time at the Leelah.My experience at the Oberoi was just disgusting.Liked &#x2014 The lobby looks niceDisliked &#x2014 Rooms were stained and we got food poisoning and bugs in our cereal!',neg
'Stayed here with my girlfriend for only one night thank god. The hotel does not look anything like it does on its website. It is extremely tired despite a recent \'overhaul\'. Our room was tiny, dirty, dark and hotter than the centre of the sun. There was mould around the taps in the bathroom and the window only opened one inch, no exaggeration. Our rrom door had holes in it and the room was unkept and dirty. The concierge, the one with the ridiculous glasses, was anything but welcoming, totally rude infact. Will not be staying again.',neg
'Having stayed in the Four Seasons in Sharm in September 2005 we decided to return to Egypt for a short break the following year and try a different hotel in Hurghada one that was a member of the Leading Hotels of the World this time. The first surprise when you arrive is how barren in is, the Four Seasons have a lush oasis of gardens so green that you forget you are really in the middle of the desert. However on entering the room we loved it, nice layout, fantastic deep bathtub, shower door to garden and fairly large private patio area to rear, the rooms are in fact adorable possibly better than the Four Seasons. The spa was very enjoyable, good facilities and great therapists (mostly from the far east). The restaurant food was limited, medicore and certainly not worth the 5* prices, I would be happy to pay double for the food, if it tasted 10x better!However, what really counts to me in a hotel is service and facilities, and the service was appalling. Perhaps we were spoilt in the Four Seasons but they appeared to have double the staff all of which are helpful and welcoming, the Oberoi staff seem to be overworked and functional. Don\'t expect any ice in your drinks by the pool, or for your sunlounger to be straightened and towels folded while you go in for a dip. Although you probably won\'t be going in for many dips - the pool is freezing, it is not temperature controlled and this isn\'t even mentioning the flocks of seagulls that circle it, bathe in it and crap in it. The area around the pool is small, there is not much shade. The beach is barren and windy, the swimming area is badly sheltered, suffers from choppy waters and was full of jellyfish while we were there, the resort was badly lit at night to the point of being dangerous and the snorkelling was not as good as we hoped.Lastly my Fiance and I were both sick there but have not been sick in either of our trips to Sharm, he is also quite hardy and it is not often food upsets him.This has the potential to be a great resort, add some greenery, improve the lighting, build a second lagoon pool (perhaps keep the cold one as a lap pool - it is next to the spa), retrain the staff and double their numbers and it would be lovely, the architecture and layout is really nice it\'s just such a shame it couldn\'t be that little bit extra.All in all we would not return, in fact this year we went back to the Four Seasons in Sharm, just to ensure it really was that good, and really, it is!Liked &#x2014 The RoomsDisliked &#x2014 The Service',neg
'We stayed here during our Honeymoon trip on September 2010. The hotel is average but I understand there is not much choice in this area. It is damp and they are a bit pretentious considering the facilities and services offered BUT the worse part is that they tried the worst trick on us. On the evening before departure we were offered a shandy (beer and sprite) , we were trying the internet conection at the lobby (terrible signal and service BTW) before dinner so we took it. Afterwards when we received the bill for dinner I noticed there were 2 Chef\'s Special valued at 22$ (11$ each) when we complained about that charge (thinking it was a course we hadn\'t eaten) we were told it was the beer cocktail!!!!!!! The most expensive beer I have ever had....not even NY, London, Sweden....Considering that in Spain a shandy goes for $3 in the most expensive place I can certainly say this is the biggest rip off ever. Otherwise the food was sligthly pricier than in other places in India, in fact, lunch and dinner for two people was the same cost as the beer cocktail.',neg
'I was offered a traditional room on the top floor. I must admit the room was certainly traditional, like a throw back from a 80\'s dinner party. Tatty, cheap, tired and battered decor and furniture, a window that could not be opened or fully closed, no air conditioning (it was boiling) and the offer of the cheap, noisy, oscillating fan and the drone of traffic for comfort. It\'s nice to see £6m was well invested in the restoration in keeping with a grade II listed building.At 1am I called reception to leave. A night porter (very nice fellow) secured me another room and thankfully a fan which was a marginal step up from the previous nightmare. The room was small, a single bed and once again noisy and uncomfortable. A four star hotel, £6m investment, £2m spent on oscillating fans from Argos! It\'s a good job the service as just as bad (except the night porter)I\'m a seasoned traveler, I spend 2-3 nights a week in hotels up and down the country and I can safely say stay somewhere else, dont take the risk when there are so many safer options.The Service is a joke, as a Brit who doesn\'t complain .. for once did ! I got a very lackluster apology. Clearly this hotel needs every penny it can get, to complete floor six and acquire further oscillating fans!Terrible !',neg
'We arrived in earlier hours of morning to be greeted by staff that just didnt seem to know what they were at. They were awkward and clumpsy and had no communication skills whatsoever.I know we only paid 30 each a night for the room but what a kip. The carpets were dirty, duct tape holding the shower head together, lock on door was broken, oh and the funniest was the quilt. The quilt cover was too small for the quilt so they decided to tuck it in under the mattress. Wish i had taken a picture, priceless. Woken up about 5 in the morning by lorry collecting the empty bottles.I would love to know who gives out the stars for these hotels. No way is this a 4 star. Would be lucky to get 1.Other than that it was perfect.',neg
'Despite a £6m upgrade, the Hotel resembles a dilapidated railway station, with far too many guests and far too few staff. Rooms are small, and have been upgraded on a budget, that really only allows a paint job on a flaking Victorian shell - the rooms are hot and stuffy, and the noise from the nightime entertainment means you will not sleep until at least 2.00am. Room Service took 2 hours, and then was wrong, and a further 1 hour wait ensued. The buffet breakfast was ok except all beverages were poor and cold - but having to queue for breakfast reflected the shortage of staff to clear tables. There are many far better hotels in Leeds, this is one of the poorest.',neg
'I must start by saying we did not stay at this hotel- we stayed at the Taj Lake Palace and went for dinner at this hotel and to check it out while we were in Udaipur. The Leela Palace is positioned in the market to compete with Taj and we were excited to have dinner there on our last evening. The restaurant was a massive disappointment. I ordered duck confit and it was not edible. My husband was also disappointed with his entree. The chef came to our table to say hello and I told him about the duck which he could see I did not touch - he told me he would try to do a better job tomorrow. The overall service was cold and careless. We left greatly disappointed and wished we had not held our final evening at the Leela Palace. Taj clearly has the market on property, quality, food and service, hands down.Room Tip: The property quality, ambiance, service is not near the same quality as Taj Lake Palace.See more room tips',neg
'Well all i can say is make sure you are not allocated room 303 as a double unless you want to be very close at all times. The room was little bigger than the double comfortable bed.The bathroom was tiny. W hen you sat on the toilet you could touch the sink with your head if you leaned over slightly. Great if you have a touch of the old D&ampV , however there was no window in the bathroom and no extractor fan.In comparison 2 friend staying in room 230 had a huge room and fantastic bathroom , yet there was no price differential. Come on met sort it out. Nice breakfast.Liked &#x2014 cleanlinessDisliked &#x2014 room size, and lack of window in bathroom',neg
'* Don\'t expect an answer when you dial Reception - on 2 consecutive nights (Tuesday and Wednesday evening) the phone went unanswered when I tried to order room service. I had to walk downstairs (&amp they still had the cheek to charge me £5 tray charge!).* Make sure you breath in when you park your car there (if you\'re lucky enough to get a space that is) - the bays are tiny!* My room was really tired and the decor dated. The bathroom had a loose wooden toilet seat (with patchy varnish on it) and mildew on the tiles.* The only good thing about this place is the location. For the money, there\'s much better hotels about.**TOP TIP 1 - Don\'t let them put you in Rm\'s 201-206 / 301-306 / 401-406 etc which all overlook the courtyard unless you want a late night and early morning. Each of the 3 days I was there at 6am a delivery lorry arrives and spends 30 minutes loading and unloading making the most unbelievable noise. At exactly 11.30pm at night the same racket occurs again as staff fill the bins up.** TOP TIP 2 - don\'t order Breakfast in your room. Whilst at £14.95 the price isn\'t out of line compared to other hotels I\'ve stayed at in Leeds, you\'ll be clobbered with a £10 tray charge making your breakfast a hefty £25 - obscene!Room Tip: Don&#39t stay in Rm&#39s 201-206 / 301-306 / 401-406 / 501-506 unless you want waking early!See more room tips',neg
'We booked 2 twin rooms,requesting a low floor for a weekend break. We were allocated rooms on the 5th floor which were more youth hostel and not \'upper standard 4 star hotel standard.One room was not ready,the other had a window which didn\'t shut and the room was freezing. We were moved to the 4th floor were the rooms were a better standard but definately not 4 star.There was wallpaper hanging off one wall,mould around the bath,the water in the shower was cold (it eventually got hot if you ran it for about 10 minutes), there were dirty cups and out of date milk on the hospitality tray. The dining room was lovely and the breakfast was good if you could manage to get hot coffee and the items on the cooked breakfast were all ready at once (I waited 20 minutes for a fried egg one morning,I gave up in the end)The hotel rooms are shabby,the hotel seems poorly run \'on the cheap\' with staff who are obviously not trained sufficiently,not the staffs fault,they are all hardworking,polite,friendly and helpful.Leeds is a great city,go there but stay somewhere else.Liked &#x2014 central location for city centreDisliked &#x2014 shabby hotel rooms,dirty cups',neg
'The smallest double bed I\'ve ever seen. Old creaky floorboards in the bedroom above mine kept me awake most of the night. Long waits at reception while the staff chat on the phone. Mediocre breakfast you have to prepare yourself. But it is conveniently located for the centre of the city.',neg
'I booked a hotel room via the hotel website. Then I received an automatically confirmation and everything seems to be fine. One week later I got an Cancellation Confirmation but I did NOT cancel anything. I wrote an email to them and asked why they cancel my room, but I did not receive any answer to this question...So I decided to book a room in another hotel...SO DONt BE SURPRISED IF YOU GET AN AUTOMATICALLY CANCELLATION CONFIRMATION WITHOUT CANCEL ANYTHING!!! Terrible Service!',neg
'Was this review helpful?Yes Problem with this review?This review is the subjective opinion of a TripAdvisor member and not of TripAdvisor LLC. A TripAdvisor MemberLondon, UK1 review 1 helpful vote Awful.Reviewed March 2, 20041 person found this review helpful Was this review helpful?Yes Problem with this review?This review is the subjective opinion of a TripAdvisor member and not of TripAdvisor LLC. Travelers are raving about these Leeds hotelsQuebecsABS:HotelCheckRates-d209366?&src=ShowUserReviewsHotels&fromServlet=ShowUserReviews&Action=QC_RavingAboutButtonThe New EllingtonABS:HotelCheckRates-d1107813?&src=ShowUserReviewsHotels&fromServlet=ShowUserReviews&Action=QC_RavingAboutButtonRoomzzz Aparthotel Leeds CityABS:HotelCheckRates-d1490484?&src=ShowUserReviewsHotels&fromServlet=ShowUserReviews&Action=QC_RavingAboutButtonHoliday Inn Express Leeds EastABS:HotelCheckRates-d189299?&src=ShowUserReviewsHotels&fromServlet=ShowUserReviews&Action=QC_RavingAboutButtonLeeds Marriott HotelABS:HotelCheckRates-d192710?&src=ShowUserReviewsHotels&fromServlet=ShowUserReviews&Action=QC_RavingAboutButton A TripAdvisor MemberNewcastle upon tyne1 review  unpleaseant stayReviewed February 17, 2004Was this review helpful?Yes Problem with this review?This review is the subjective opinion of a TripAdvisor member and not of TripAdvisor LLC. Ray127Brighton, UKSenior Reviewer8 reviews Reviews in 6 cities 8 helpful votes Seen better daysReviewed December 15, 2003Was this review helpful?Yes Problem with this review?var JS_mem_travelnet_friends_disabledM2M = \"You have disabled member-to-member communications\"var JS_common_Clickhere = \"Click here\"var JS_mem_travelnet_friends_turnOn = \"to turn the feature back on and send your message\"var JS_common_close = \"close\"var JS_js_common__207f = \"Are you sure?\"var JS_common_Yes = \"Yes\"var JS_common_No = \"No\"Ask Ray127 about Metropole Hotel (The Met) This review is the subjective opinion of a TripAdvisor member and not of TripAdvisor LLC. RiknpatToronto ONContributor15 reviews Reviews in 12 cities 116 helpful votes OK but not greatReviewed October 26, 20031 person found this review helpful',neg
'I booked this resort after going through all the reviews. I went and stayed for 3 days .. Here is my take on the same.1. The place is okay but not comparable to a good resort. It looks lost in time.. 10 years ago it would qualify as a good resort not today2. I found it expensive viz a viz the services offered3. There are no amenities at the resort, all advertisements are just eyewashSo dint waste your money',neg
'We have been thinking about taking a trip through India staying at the Oberoi group of hotels so thought what better way to see how good the Oberoi are, a week at The Oberoi Sahl Hasheesh.Having read other reviews we knew this destination was purely Hotel &amp Red sea as Hurghada town is only for driving through. Hurghada town is certainly a place to drive through and now I would also advise you drive past the Oberoi too.The hotel is in a stunning location on the shore line of the red sea, the buildings and grounds look as gorgeous as they do on the Oberoi web site. The private beach is lovely although you can\'t access the sea from the beach due to the coral which is a great shame. You may only access the sea from the pontoon, the Oberoi do state this on their website so fine if you don\'t want to paddle.The seal life is amazing and much better than the Maldives, just standing on the pontoon so much swims past right up to the shore line.Everything else is down hill.Dining:We knew the food and drink would be expensive just like a normal 5 star international hotel which is fine if it\'s to 5 star international standards, unfortunately it\'s not.The breakfast is not too great, a bit basic and on a par with a 3 Star hotel.The lunch and dinner menu is a little limited, the food well prepared and presented however everything is very rich and there is little in the way of light food available, this is a problem when you rely on hotel dining for a week.Both of us had stomach problems by day 4/5 which lasted several days as did several other guests we spoke to. Room:Clean, nice fittings, furniture, design and well equiped. Getting a little tired in places and a few things like bath mats, toiletries and tea/coffee facilities are more £15 a night B&ampB.They are also very mean and hit/miss with replenishing toiletries and tea bags.Room servicing is hit/miss and they constantly try to carry out turn down service at 6pm while you are relaxing and getting ready for dinner.If you are really lucky like us you won\'t get a view of the sea from your room but a view of the room service trolley full of dirty linen, parked out side our suite from dawn to dusk.After a few days we mentioned this to the housekeeping manager who did have all trolleys moved to the back of the suites however this is not a new hotel and can\'t be their first such complaint.Service:The management is very approachable and we did have a long meeting with the manager and assistant manager but I am not sure they really understood our point, the current manager already having been there for 3 years.We use 5 star hotels as we expect a certain level of service and do not want to spend our visit complaining.With 5 star hotels we expect trained professional staff who put the guest experience and service first. At the Oberoi the staff are not trained professional staff, not the fault of the staff but of the management. We don\'t go on holiday to tell the staff how to clean a table, we expect them to know, unfortunately they don\'t.Similarly dirty broken table mats, leaning tables, chairs with broken frames etc. should not be used and taken out of service.Service is very patchy, should a manager be around the service will be quicker but not better or professional.Other:Decor &amp furnishng wise the hotel must have been beautiful when new, sadly recent additions are out of keeping and cheap not 5 Star. One example is the cheap laminate flooring to the Indian restaurant, bar &amp library, completely out of keeping with the adjacent granite floors and solid wood doors and trims. To name but one.Overall a hotel that thinks it\'s 5 Star just because it\'s an Oberoi and charges 5 Star prices. It overlooks the requirement to provide professional service and above all attention to detail.It\'s back to the 4 seasons &amp Intercontinental hotels for us, now there it\'s true value for money .',neg
'The hotel rests on a beautiful property with an incredible infinity pool and awesome Indian cuisine but is sadly let down by the quality of its rooms and service. The rooms have a musty smell and the bathroom had a mild stench. The amenities and interiors scream for a rennovation. It felt like a budget hotel room and not worth the Rs.20,000/- per night that we had paid. The service attitude of almost all the people was very lackadaisical and indifferent. However if one is fond of Indian coastal cuisine , the food in Rice Boat is specatular. Even the South Indian breakfast spread is very good. Compliments to Chef Rasheed for running a tight ship!',neg
