@relation _home_developer_dataset_rev_freshrevs_test

@attribute text string
@attribute @@class@@ {neg,pos}

@data
'My family and I stayed there for a few days in July. Based on reviews, we expected this to be a better than average place. What we found was quite the opposite. I will mention the positive first. The people were real nice but living in denial. The room was very dirty. We had to sweep the floors and mop from wall to wall. There was mildew that could be seen as well as smelled. We used a full can of lysol trying to cover the smell. The walls were dirty and the bedspread had hair and dirt all over it. The windows leaked and we could not keep the mosquitos out. The futon was also dirty and smelled. Lastly, we had to stamp out several roaches. Also, the Hot Tub by the pool was cold. There is no reason why they could not do a lot better at this resort. So much for a nice family getaway!',neg
'My wife and myself,decided to spend a week at the Oberoi Hurghada,after having visited Four Seasons at Sharm el Sheikh several times over the last few years.This proved a big and expensive mistake.1.At the airport,the driver of the pre-booked limousine,althoughthere were only two couples wrote the wrong name, so ittook ages to actually realize that we were the expected guests. It also took a lot of time to check us in,with no welcome drink.Actually their front desk is their weak point,because they were unable to help in anything:-A bag from their gift shop which was supposed to be delivered to our room,remained there for 3 days and despite several calls,we still had to go and pick it up ourselves.-No request to them was actually fullfilled,including the bill at check out,where they overcharged us by two nights,and it also took ages to make them realize their mistake at 06.00 am. 2.The so-called suite was reasonable,and the house keeping very good,(with the help of some daily baksheesh).However,just outside the room,they were renovating a section of the Hotel,and a huge amount of rubbish,building material,empty boxes,furniture etc,were lying around,making a really horrible site.Fellow British guests complained to London,and after that the Manager apologised and took some action to tidy the place.This was effective for only one day,after which the same ugliness.3.The restaurants had excellent food and service,except for the breakfast,which was poor with an unattractve buffet and beeing taken at the main restaurant,had an awfull smell every morning fron the previous nights dinner.4.Having the same prices at the Four Seasons,but beeing waybelow at everything,we will never repeat the same mistake.Thanks',neg
'I have stayed at this hotel many times on business. It is a business hotel and it is always very busy so book way in advance. On this occaision I needed to stay over an extra night and even though I am a starwood preferred card holder I was refused due to high occupancy as usual. The hotel rooms are not the best and a bit foisty. Given I had to find an alternative room I will choose to stay elsewhere from now on when visiting Pune as the Meridien is not unique and expensive, there is nothing particularly good about the hotel and there is plenty of choice ouside ie Taj Blue Diamond, Sun &amp Sand etc which are all of similar standard but cheaper.',neg
'Just back from nine nights at the Oberoi Sahl Hasheesh. While the hotel and the rooms are fine, we had a series of problems which management only rectified slowly.First, once we got to our room, we noticed that the toilet was blocked. We called reception and they sent a guy who - after two hours - left saying that it worked, while it didn\'t. We then asked to change room, but they again sent the same guy for another four !) hours. He left the bathroom extremely dirty, but in spite of repeatedly complaining with reception, they did not properly disinfect for another 24 hours.We also noticed a cockroach coming out of the air conditioning system in the room: clearly, not the cleanest place. As we got extremely sick while there (but not on the Nile cruise), we are afraid the same standards of cleanliness apply to the kitchens.The pool was very nice, but the water temperature was too cold (they only heat it in winter).The beach was OK, but there are corals in the sea, so you can\'t simply go for a swim (you need to go via the pier).Finally, everything in the hotel is incredibly expensive (average cost of a dinner: GBP90 for two people with wine).Overall, we will not go back.Dada, LondonLiked &#x2014 RoomsDisliked &#x2014 Not clean enoughTips/Secrets &#x2014 Don\'t go',neg
'This is a review of the business office, not the property.I booked a room in March 09 for August 09. I cancelled a few weeks later because we changed our mind about where to stay. We were well within the 30 cancellation policy. I got no response on email and had to call repeatedly. The staff were very nice and assured me that I would get my refund (minus 10\%) but after 3 months I had not been refunded. My credit card company is now trying to get the refund, so far without success.',neg
'As a group of six, we booked three rooms for xmas 2011 at the \'luxury\' resort of Soul Vacation in Colva, GoaAs advertised, the \'resort\' is set in beautiful tropical gardens arranged around the pool comprising approx 10 villas with typically 4 rooms in each - so far so goodWe arranged for two taxis to pick our group up from Goa airport and were met by two courteous and cheerful drivers who loaded our luggage and drove us the 25 minute ride from airport to hotelOn arrival at 11pm on the Friday before xmas, we were a little disappointed to find that the bar and restaurant was closed, there was no room service and the place appeared to be deserted..... No matter, we walked the five minutes or so into town and found lots of venues that were capable of resolving our hunger and thirstThe rooms - built, according to the bar man, approximately ten years ago, have had no significant sums spent on them since construction - far from luxurious, they can best be described as adequate..... Think mouldy shower areas, rickety cupboards and grubby sinks and you will start to get the picture. Unfortunately, dated and mouldy isn\'t the worst of it..... Our aircon didn\'t work for 3 of the 4 nights (its 35degC in Goa in Dec - you need good aircon!) we stayed there and when it did it was noisy and inadequate, the \'flat\' screen tv (not a particularly important feature of the room for us) was a 1990\'s CRT rather than an LCD or Plasma that you normally associate with the term \'flat\'. The bed was a small double by modern hotel standards, and was reasonably comfortable, but unfortunately, the poly cotton linens were dire and the duvet and pillows were of the spongy synthetic type from a bygone eraThe pool - at a distance and per the website photographs looked really appealing, in reality, the water was cloudy to the point that we didn\'t put anything other than our feet in it - we didn\'t see it cleaned for the four days that we stayed and not a hint of chlorine or other sterilisation was evidentThe restaurant - realistically a breakfast only venue provided very limited fare -basically a choice of two fruits, pineapple juice, an omelette or a vegetarian curry - all very good (especially the omelette), but where was the orange juice, dosa\'s, indian breads, yoghurts, pastries, scrambled or other eggs, cheeses, cold meats and so on that are normally to be found in a \'luxury\' establishmentSo to conclude - Soul Vacation is in a good location, has lovely friendly staff and can muster up a half decent cappuccino at breakfast when the machine is working (that\'ll be extra though), and if you paid approximately £50 a night for your room you may feel that it was reasonable experience - if you were expecting a luxury or boutique hotel and paid £150 a room as we did, you are going to be fairly disappointedEven though \'Soul Vacation\' didn\'t meet expectations, please don\'t be put of visiting Colva - it is a simple and rustic beachside town with a wonderful vibe, great bars and restaurants and lovely people - check out the boomerang bar with its fantastic tandoor, delicious breads and resident masseur.....superb!Room Tip: No view of pool from ground floor rooms and few upstairs rooms have a view either, despite claims to...See more room tips',neg
'I was there in mid September for a three days.My first impression was good. The staff was friendly and fast. The room was spacios and great.But they are missing on minute details of hospitality. Like in room toiletries which is a minute thing to take care and an expected thing from such a hotel was not taken care of. I had to wait 30 minutes to get that. It may be once in all case but it left a bad taste and shown their unpreparedness. After wards I realized thay had over regulated discipline in hotel ..you can not sit there...you can do that blahI don\'t recommend it for free souls.',neg
'We recently stayed here based on Tripadvisor reviews, and were very disappointed. In fairness, the staff were very helpful and pleasant, the view was beautiful. But the unit we stayed in was run down, furniture was old and worn, refrigerator was covered in rust, stove top was greasy, bathrooms had mildew, and then found several cockroaches. Sheets were threadbare, like gauze. For the $, would not ever stay here again. We couldn\'t move to a different unit because everything was filled. Since the units are independently owned, maybe there is no standard to which owners are required to comply. Unit was clean, but shabby.Room Tip: Don&#39t stay here.See more room tips',neg
'This is a former Government owned hotel and no matter how much they claim to have renovated it, there\'s still a down at heel institutional feel to it from the barren grounds to the dull reception. This hotel is in the middle of nowhere. While the staff are very pleasant and helpful they can\'t make up for its many faults. The breakfast buffet was adequate at best but we did have a memorable meal at the Chinese restaurant on the top floor. The elevators have seen better days and, although the rooms have been fairly nicely decorated they have a few problems beyond the low quality furnishings. When the air conditioning turns on the smell of damp/mould was very unpleasant. Of course, the scurrying we could hear in the ceiling of all three of our rooms may also have been a clue. After a change of rooms made no difference, we checked out, happily losing the cost of our two remaing nights, and headed for The Oberoi where, admittedly, we paid almost twice the price but got 10 times the qualty. Bangalore hotel prices are skyrocketing but if you get what seems like a great deal in comparison at the Ashok, remember, there\'s a very good reason for it.Liked &#x2014 Checking outDisliked &#x2014 Being there!!!',neg
'Starying at the Suryagarh and very disappointed with the service. The hotel is beautiful, excellent decor, great views, etc etc etc. Alas the service is not up to par. Checked in today and wanted to take a shower after checking in. NO HOT WATER. Called front desk and they send some one to look into it. He says wait 10 minutes and the water will be hot. Went into the shower and no hot water showed up! Took a cold water shower even though I had a flu. Called them again and they said they will send someone up. Again same story: wait a bit! I finally lost my nerve and told them I have waited more than 1/2 an hour and theres no hot water. I even took a shower with cold water. Seemed like I was talking to the walls, so I finally went down to the reception to lodge my complaint. All this while my wife was waiting to shower in the room. The lady from the reception came up with me to the room to check on the hot water and god knows what they did and we finally had hot water. To top it off, after dinner, we came to our room only to find an extra bed that we had not ordered in the room! Staying here tomorrow as well. But so far its a BIG TWO THUMBS DOWN FOR ME. They need to get their act together if they want to charge these prices. Service is really not up to par. I travel all over the world and this would probably end up in the bottom 5 experiences!!Room Tip: Think twice before choosing this hotel!See more room tips',neg
'My husband and I stayed at Bahia Marina the first week of July. We booked our stay based on the reviews on TripAdvisor, which we have used almost exclusively for recommendations on hotels for the last five years all across Europe and the Caribbean, probably amounting to at least 20 or so different hotels. Our taste in hotels is typically the off-the-beaten-path, boutique, hidden gem types. We are not resort dwellers by any stretch. In all this time, the TripAdvisor reviews have never steered us wrong. That is, until now.I believe the Bahia Marina rooms are individually owned (I could be wrong), which might explain why the rooms are hit or miss. We checked in and were given room B101. Let me be clear..if you are given room B101, dont even bother looking. Ask for a new room. We do not require luxury, but we do require cleanliness and B101 is not clean and it is not comfortable. From the first minute the door was opened for us, we smelled the (sour? mildewy? just old?) room. The room is worn and tired and, with the exception of the relatively new kitchen appliances, needs much more than the cursory, quick once-over cleaning it must have been getting over the months or years. The floors were dirty, there were white stains on one of the maroon comforters in the bedroom, the walls are dirty, and the futon.the FUTON! I can only describe the futon as greasy and smelling like the stink of a thousand dirty feet and butts. We had to keep sheets on the futon in order to make sitting on it tolerable. We cooked our own breakfasts every morning and the pans are in dire need of replacement. In particular, you cant cook with the frying pan without enjoying its non-stick coating flaking into your food. The water that drips from the air conditioner creates a puddle at the front door and there are no door mats to keep from tracking dirty water into the room. When it rains, water comes in under the front door (when it is closed). B101 is on the bottom floor, so that when it rains, you also get the drippings from the deck above you.We repeatedly asked for a new room, but did not get one until three days later. In all fairness to the hotel staff though, it was a holiday weekend and the place was packed. I do believe they tried (a little) to find another room for us. We also were unaware at the time that the rooms were individually owned, and so assumed that all the rooms were in similar condition. So, when we asked for a new room, we were asking for a room with a king bed (instead of two fulls). We did not bother asking for the room to be cleaned because honestly, it would take more than a few hours to scrub this room and a cleaning will do nothing for that foul and uncomfortable (for seating) futon.On the fourth day, we moved into a new room, D201, which was a VAST improvement over the first room. The second room was clean, it smelled fresh, there were no suspect stains on comforters, and the floors were tidy. The pans were about as worn as the first rooms, but usable. The futon was more comfortable to sit on, was not greasy, and did not reek. The room air conditioners were newer, quieter, and worked better. In all, I think we would have had a very different trip had we skipped the first room. Its hard to relax in a dirty, bad-smelling room.In the case of both rooms, the doors and windows arent really sealed so mosquitoes and bugs will get in. The good news though, is that the mosquitoes move slower than the ones Im used to and they are easy to swat. Both rooms are huge, which is nice. Both rooms had new kitchen appliances and a full-sized refrigerator. While the Bahia Marina site advertises a DVD library from which you can borrow, be advised that not all rooms have DVD players. Our first room did not have a player. Our second room had a DVD player, but it was broken.All the comments on TripAdvisor about the staff being nice and helpful are completely TRUE. The staff is great.warm, friendly, and helpful. The restaurants serve amazing food. We ate at the Dakity Restaurant one night, the Shipwreck Bar and Grill one night, and enjoyed the pool-side service one afternoon. All the meals at the hotel were wonderful. Actually, all the meals during our entire visit to Culebra were wonderful. Barbara Rosas was our favorite (get the fish n chips or grouper, key lime pie, and/or cobbler). Other winners were El Edens sandwiches, Susies, and one of the food stands at Flamenco Beach (the mofongo there was the best of all we tried during our 9 days in Puerto Rico). Parting thought: Zoni Beach is a must-see. Bring your own food and water and unroll a towel under a tree for shade.',neg
'on arrival at the hotel the first thing I noticed was the reception area which is not even 3 star. My gut feeling was that this is not what I had read in the trip advisor reviews. The welcome was medico and for the price of 10000 rupees a night was not what I expected. We were left to our own devices while they prepared our room. We stayed in the pool area which is small but had to find someone to get us a drink - very slack service. The room was nice and spacious and this is really the only positive thing I have to say. At breakfast the next morning I was shocked to be told that I had to pay for a coffee. I had to go to the reception and complain.The buffet was the worst I have seen in any hotel in this price bracket. Even the coffee maker had a bit of sellotape holding it together. The spa area was quite nice and the staff were helpful. I could go on and on about what a let down it was but on a final note Colva is a dirty manic place where people try to rip you off. It is nothing like the kindness and politeness of Patnem , Agonda and Palolem. I would not go back to this area if I was paid. A souless experience',neg
'Excellent Hotel, all Taj facilities and amenities.... But location is too remote, and when youre arriving you pass tthrough a sort of Truck Depot.... Having arrived, it is all of Taj hospitality, but it seems too cramped for Taj style.... And it is a bother if its small lawns have been rented out for an EventRoom Tip: Remote locationSee more room tips',pos
'this hotel deserves more than 5*. the service is impeccable and all staff know the meaning of customer service. i stayed in a superior charm room with an amazing view. the bed was so comfy and to be honest i am a bit sad that my stay is over. if i could, i would live there... ordered room service and the food was great (even though it was not exactly what i\'ve ordered but they\'ve apologized for this mistake). also the food in the restaurant covered all tastes and everything was fresh and delicious. the staff is amazing.. from the reception on (thank you annie) everybody tried their best in order to fulfill every wish. the drinks at the bar are great (loved that welcome drink and the other ones :-)i will definitely be back to stay at this hotel',pos
'Experienced a perfect luxurious stay at Vivanta by Taj, Malabar. Its located on Wellingdon Island, a beautiful and significant island in Kochi, as it locates the Kochi Port and the Indian Naval base. The hotel is strategically located providing an expansive view of waterways to the Kochi Port and the Valarpadam Container Terminal.The ayurvedic treatment and massages at the Spa is the best, the Infinity pool is just cool !! The sea food cusine served at the sea food restaurant - Rice Boat is just fantastic !!',pos
'what a great place. the rooms were absolutely fantastic - we stayed in an elegant cottage and it was beautiful. the food in their restaurant was outstanding. the service staff were extremely accommodating and very informative in the local activities and helping to make tour bookings. would highly recommend. located a 10min tuktuk ride away from the gate of Periyar national park.',pos
'This hotel, was absolutely fantastic, in service, we upgraded and it was a heavenly room. The rice boat hotel was yummie. The spa services were fantastic. I had spa treatments, and another night hair cut. The infinity pool is lovely, but the view could be improved. You see some industrial boats passing by, and the ocean nearby water smells abit.',pos
'By the water, beautiful foyer and sitting area, modern very comfortable rooms, same day laundry. Oriental restaurant fine but pricey for the country. Don\'t miss the old district of Mattancherry, Fort Cochin, the Chinese Fishing nets, Jewish Synagogue, and the church where Vasco de Gama is burried. Do avoid the Kathakali dance performance, one hour long of make up by two men who talk between themselves ignoring the people present few feet away from them. Reminiscent in lost of time to the Chinese water puppet show.Room Tip: Get one with view on the waterSee more room tips',pos
'We spent a very relaxing 4 days here in January. The decor and facilities are very high quality, but the staff were what made the stay memorable. Extremely professional and friendly, I don\'t believe no is part of their vocabulary!A nearby ferry can take you to nearby Fort Kochi for some excellent sightseeing, but the gorgeous infinity pool and spa might keep you at the hotel instead.Room Tip: Recommend the rooms in the new wing facing onto the Dolphin&#39s Point outdoor restaurant.See more room tips',pos
'Book it on Hotels.comWas this review helpful?Yes Problem with this review?This review is the subjective opinion of an individual traveler and not of TripAdvisor LLC nor of its partners. EEBWillKasselTop Contributor77 reviews Reviews in 34 cities 15 helpful votes LiebenswertReviewed July 19, 2011',pos
'I have been a regular to this property and I must say, it never ceases to amaze me. There are a few staff members who simply go out of the way to ensure the stay is better than the last time. Vishal - 24 hour restaurant and Arun at the front desk have done the hotel proud.Keep up the good work.',pos
'From the minute we stepped into Vivanta by Taj, Kochi (erstwhile Taj Malabar) in September, my mother and I were made to feel like old friends, back from a hiatus. The picturesque hotel is located on Willingdon Island, and takes about an hour and a quarter from the airport. The solicitous staff ensured our smooth check-in, removing all traces of our fatigue with a most refreshing mint-ginger welcome drink. We were then whisked away to our tastefully done-up corner sunset view sea-side room. The view from the room is gorgeous, and I would recommend other visitors to take one of them sunset view ones. It was sheer delight to see boats and ships of various sizes coursing their way through the Arabian sea, while sipping a cup of Earl grey tea. The evening cruise is a lovely experience, as are the dance performances organized by the hotel daily. The buffet breakfast was good and offered quite a bit of variety. As we had gone to celebrate my mothers birthday, the hotel also made arrangements for a bouquet and a delectable complimentary chocolate cake. We tried all the restaurants in the hotel, and found they all served excellent fare. A special mention to Aquino, the Manager at Rice Boat (a restaurant built on a Kettuvolam)  who smilingly got my mother and me served vegetarian fare in a sea (pun intended) of non vegetarian food. A word of thanks to Mudit too, the Manager at Pepper (the all day diner), who would very thoughtfully get snacks packed for us when we would venture out for sightseeing. We spent four memorable days at the hotel, and returned invigorated from this retreat. Just before checkout, we were also given a memento of Kerala spices. A huge thanks to the entire staff at Taj Kochi for ensuring that my mother and I spent one of our most memorable vacations. We returned invigorated from this retreat after four brilliant days, and have one last word to say about the hotel and its staff  FLAWLESS!Room Tip: Get a sunset room for a stunning viewSee more room tips',pos
'It was a great experience staying at Taj Malabar Cochin. The staff were extremely courteous and nice. They went out of their way to make our stay as comfortable as possible. The staff from From Desk to Restaurant were extremely nice (The name of few staff I remember - Sumesh Kumar, Ajit, Jenson, Madhu, Sunny, Ashok Eapen(chef),... ). These guys rock. The dining experience was amazing. The staff really cared for the kids too. We had a wonderful stay and my family and I stayed 5 days at the hotel. If we are in Kochi, we will be definitely staying at this hotel and will recommend this hotel to by friends and family. I used to stay at Gateway Taj Marine drive, Ernakulam, But i like Taj Malabar, their staff, service and location much better. Also, the view from the hotel were great.Kudos! keep up the good work guys...Room Tip: I would recommend the Malabar suite or the other suites and the Superior Heritage room with Sea vie...See more room tips',pos
'Great service! I would say taj kochi gave us a beautiful first step into the hospitality and warmth of kerala and its people. Great hotel.sunset cruise organized by the hotel is a must. beautiful rooms that face the sea!. loved it. do stay and enjoy great service!',pos
'The Taj is a place to be pampered as long as you can afford it. The Rice Boat restaurant has the best Kerala style cuisine second to none thanks to executive chef Rasheed. He is the pop star of Kerala cooking and has a wonderful down to earth disposition. Use this hotel as a base, travel by ferry to Fort Cohin and also to central Enarkulam. Recommend an overnight in the tea area about 4 hrs drive and an overnight on a Kerala house boat. The spa is sensational but a little pricey. The daily cultural events and the afternoon tea with the sunset cruise are really well worth it(freebies) Especially the sunsets through the chineses fishing nets captures it all.The breakfast spread is one of the better I have experienced. Travel by local taxi and Tuk Tuk but negotiate price first don\' t get sucked into their agenda be firm about your destination.',pos
'Excellent service. Very cordial staff. Food in the outdoor grill is fantastic. The spa is very good and clean. They have a great evening sunset boat ride and also a private yacht which can be hired for part of the day',pos
'I stayed here for a single night on a business trip. Though I did not have a sea facing room (which they charge extra for), the room I had was very well furnished with a writing desk, and a large comfortable bed. I believe the special rate at that time was just over $100 a night. My travel companion had a sea facing room, which is where the photos are from.The shower had excellent water pressure and there was a electric kettle in the room, which was useful forgetting started early in the morning. The in house restaurant has a bubble roof with a panoramic view of the sea, and very decent food. The fish curry and prawns are highly recommended, The hotel also has a ferry ride to its sister hotel, the Taj Malabar which is supposed to be extremely picturesque. I believe the hotel also has a private beach.I can\'t really comment on the location as we had a car to take us everywhere, but it seemed to be close enough to the main shopping areas, but was at least an hour from the airport.Room Tip: Ask for a sea facing room on the upper floors.See more room tips',pos
'I started searching for a boutique hotel but all were full and ended up at the Taj. Having stayed with this group throughout India I dont know why I doubted them, maybe it was the Vivanta prefix. Anyway the experience was superb with a style of service that is just brilliant. Lovely old world feel to the hotel, the only unfortunate part is the view of the container port is not the most attractive. We went to other highly ranked TA hotels for lunch and did not find them exceptional. India is a fantastic place but a couldn\'t really recommend Cochin. The Cochin city Taj was also very good.VincentRoom Tip: Just check the humidity hasnt left a damp smell in maybe the higher rooms?See more room tips',pos
'My liking of hotel taj malabar goes because of it\'s prominent location, it\'s swimming pool area which is designed as such that it gets mixed with the water shyore of the lake besides which it\'s placed&amp one feels heaven being there.I also liked the design &amp upkeep of the rooms, food is fine.',pos
'Date: 11 September, 2010We are Japanese and have worked in Goa for business. There was a three-day weekend from 10 -12 September, and we decided to trip Kerara.First day, we stayed in a house boat, then next day we stayed in Taj Malabar Hotel.The room was very confatable. Facilities also excellent.I take steam buth and pool. and sanset cruise (complimentary) was very beautiful.',pos
'This hotel is a hidden gem within the luxury hotels found in Kerala. No where else can you experience a view from the top of a man made island: Willingdon Island, overlooking the majestic Vembanad lake.The service and hospitality of the staff at Vivanta by Taj - Malabar is one of the best have encountered. We stayed at the Temptation Suite (Room 119) in the Heritage Wing and the spacious and elaborate suite was perfectly furnished, with every possible luxury one needs. Any and every requirement like Laundry or Room Service is serviced instantly, no need for long waits. The food is fantastic, especially the Kerala cuisine in Pepper &amp Rice Boat (the chef from Rice Boat even made a dish outside the menu simply because we wished for it). Don\'t miss the barbecue at Dolphin Point. An added attraction is that one of India\'s top 10 Spas is located at Jiva Spa in this hotel. During high tide, the Infinity Pool is a sight to behold.Both my wife and myself felt pampered in this hotel and full credit to the staff and the GM for truly transforming our stay into a memorable one.Room Tip: If possible try the Heritage wing suite or the top floor of the Tower wing.See more room tips',pos
'I had an excellent time here. The rooms were excellent and sevices were extremely amazing . thanks to the friendly staff and the impeccable service.It cant better than thisRoom Tip: Rooms in teh old wingSee more room tips',pos
'We stayed at The Trident Cochin... one of the other three hotels on Willington Island. We visited the Taj one day and enjoyed a lovely lunch at The Pepper. What an amazing buffet! What superb desserts! His Royal Deliciousness indeed!As for the hotel itself... very warm welcome, lovely enviting lobby, decent pool (including a faux beach area) and nicely manicured grounds, Shame aboutthe view of the shipping yards. Truly detracts from the elegance of the hotel. Nice small gift shop where we purchased a small hand painted art piece. The lobby is old world welcoming with modern touches. Lots of grassed grounds with flora throughout. The Rice Boat Restaurant and the Thai restaurant are both extremely well appointed and inviting. We found the pool area to be only just decent. The stairs seemed somewhat awkward and thought the pool would be better positioned at ground level... yet assumed it was designed so for infinity pool effect.... for the view of the shipping cranes.One instance struck me and has stayed with me. When we entered The Pepper we were asked what our room number was. It came across old school and well questioning our right to dine at the hotel... so, yes, offensive. I guess it has stuck with me as it was asked in such a pretentious fashion by a staff member who was clearly affected with having a job at a Taj. Every other element and staff member was warm and attentive so his approach just did not fit with what we were experiencing. I suggest management instruct staff not to ask for room numbers. It can make the most suitable patrons feel like a couple of suspected dine and dashers.All that stated... it is a lovely hotel with much quailty service. Yet, we are both pleased with our choice to stay at The Trident in a deluxe suite that was surely of a higher caliber than a standard Taj room... and still enjoy the royal delights of the Taj.',pos
'This was a first rate hotel with excellent service and food. The staff were very attentive, friendly and efficient. The rooms were very comfortable and the large lobby/bar is a a real attraction. The situation overlooking the water is stunning and there is a nice garden/al fresco dining area adjacent to the restaurants.Room Tip: Ask for a room overlooking the water.See more room tips',pos
'We stayed at Taj Malabar on the sidelines of a company conference, I brought my family over at the end of the conference and we stayed on for a few days of holiday after the event. The hotel is exceptional in many ways - the views are gorgeous, the rooms are excellent (we had 2 adjoining rooms, one a standard room and the other a suite with a balcony) and the service is absolutely world-class. The attention to detail and willingness to help out with the kids (we have 3 daugthers - 3 1/2, 2 and 1 years old) was superb. In terms of food, there are a lot of choices - the coffee shop buffet has something for everyone, the Thai restaurant is very good, the outdoor seafood grill has exceptional seafood and the indoor local cuisine/ seafood restaurant is very good. All through the restaurant experience however, is the Taj brand of service - very attentive, very helpful and very quick. The hotel is not cheap, but you get your money\'s worth. Overall Vivanta Taj Malabar is a hotel that\'s on our must visit again list.',pos
'We came to the Taj Malabar at the end of a trip to Kerala, very tired. Right from the check-in, the hotel shows how classy it is. We were welcomed with sandalwood marks on our forehead, welcome drinks and two lovely umbrellas for two year old twins. We got upgraded to the top floor Suite, an enormous place for the kids to play hide-and-seek, and the best view in Cochin. Room Service worked very hard to meet all our off-menu requests, and the kids ate as if they were at home for the first time in Kerala.The hotel improvised a dinner table, and served us a spectacular dinner on our private terrace. We took the sunset cruise, which was nice and safe for the children. The hotel has its own yacht, the Taj cinnamon coast, but unfortunately it was booked for the day we stayed. When we return to this hotel, which we surely will, we will try and book it in advance.',pos
'This is the frist time to travel south India.I decided to choose Taj malaba. The frist day i have come to see room and location then decided booking.Warmly welcome from staff. Better than expect at 5 pm start high tea and excursion by boat to see fishing net all inclued room rate no extra charge.I hope i will back again soon.Room Tip: Good views roomSee more room tips',pos
'Taj properties in India are above the rest. Here, we were pleasantly surprised from beginning to end. The staff have this rare ability to offer 5* service in a very classy way but they are also very pleasant to have a side discussion on the city history, the local culture or the latest criquet scores. The views from the room, little attentions, fantastic drinks, the spa treatments, etc. Just above the rest!',pos
'If you really want to see the Indian injunction - Atithi Devo Bhavaha - in practice, you must choose to stay at the Taj Malabar in Cochin. From the moment you step in, till you actually leave, you never feel you are a stranger to the place.Credit goes to the entire staff,and by that, I mean EVERYONE from the reception staff, those who greet you at arrival(thanks Mary Ann), the restaurant managers and staff, the housekeeping folk(the guy on the 5th floor went out of his way to escort me to the pool),the security detail, the people at the Spa(Sri, in particular, was most helpful and dedicated to his yoga duties), to the girl who goes around arranging fresh flowers daily. Mr. Vincent Ramos, the Gen. Manager, is the one from whom this hospitality and care actually percolates downwards.The buffet breakfast was sumptuous and delicious. They actually invited us in on the last day, when it wasn\'t complimentary for us! Thanks Mohit.The Rice Boat is a great place for sea food. Ambience and service was very good.We were on the 5th floor, a corner room with absolutely spectacular views of the port, the bay, and the backwaters. It could not have been better. The rooms are done up with the most modern fittings, and every comfort a traveller could want. The glass fronted bathroom was a delight, \'cause you could look out at the sea while in your bathtub. Great fun!There\'s a wonderful swimming pool, large and clean. The spa serves up a delightful , warm, lemon and gur concoction at all times of the day, the yoga instructor is ever ready to please.The sunset cruise on their own boat was fun and complimentary, tea is served on a large sitout before the cruise.We were there for 3 nights and 4 days. One day there was a total transport strike in Cochin. It was an absolute treat to just stay put, explore the hotel, lounge around , and relax in the cool comfort of our room, reading, watching DVDs, sipping tea, or just staring out at the shimmering waters.The property is beautiful and well laid out. It is probably the oldest in Cochin and has a history of its own. The location is uncrowded and very calm. You can access the local ferry to take you across to the mainland or other islands easily and economically. It\'s great fun!There are so many little thoughtful things they will throw in for you complimentary, even a late checkout if possible, or a dessert after a meal, it makes you feel special.Many staff members were actually present to see us off, including Mr. Ramos. We were so touched! Our only regret is that we did not take a photograph with all of them.Wherever we go, we first look for a Taj hotel, before we look for any other accomodation in the absence of a Taj. Kerala has a large Taj presence. We\'ve always had good experiences! Go for it!I\'m sure there\'s lots more I could have said, but where\'s the space? It\'s difficult to encapsulate the Taj culture.Thank you for a great holiday, Taj Malabar!Room Tip: Corner rooms on higher floors. Definitely go for the sea view rooms.See more room tips',pos
'Kochi (Cochin) is one of the nicest spots in India and the Taj Malabar is a superb hotel with great food and amenities and excellent service. The Chinese/Thai restaurant served one of the best Asian meals we\'ve ever had.',pos
'Great property with excellent sea view. Very good service - loved the 2 nights we stayed there. Buffet is reasonably priced and SPA is good. They have reached a perfect combination of Taj quality with value for money. Will definitely like to go back.',pos
'This is an amazing hotel, with fantastic customer service. The staff make you feel special and would definitely go back there! The complimentary tea service and boat cruise are a definite must! Spa is superb!The rice boat restaurant has delicious food!',pos
'No prize for guessing Taj malabar is one of the best hotel in Cochin. situated very close to cochin port. I have been to cochin more than 10 times and I have stayed at different hotels in cochin especially in MG road. None of the hotel will come closer to Taj Malabar hotel. The restaurant is very good. The hospitality is excellent, The good was very yummy. Truly an impeccable hotel. If you are planning your trip for cochin then better stay at TAJ MALABAR',pos
'very good in everything.i guarantee you will like it.aperfect way to relax your mind.perfect food,goodview.Liked &#x2014 scenaryDisliked &#x2014 nil',pos
'I have stayed here a few times. The old wing is lovely beautiful rooms, fantastic service. The restaurants are nice, and the hotel has a really lovely ambiance. Its great for a holiday or for a few days of luxury. The hotel has its own speed boat which can take you over to Fort Kochi. To get to Ernakulam, its quite a long drive, so if you are in Cochin on business, its probably not the most convenient place to stay',pos
'My stay at Novotel Varun Beach was amazing. The hotel is located right on the beach road which is a prime location in Vizag. The best part of the hotel is the view of the ocean from every single room of the property. Not to forget the great infinity pool to relax in. The restaurant \'The Square\' has a great spread and the pizzas are highly recommended. The bar Vue is also a nice place to unwind and relax. The staff at the hotel is very friendly and they are very prompt in helping you in case it is necessary. This hotel is easily the best hotel in Vizag and is definitely recommended.Room Tip: All the rooms have the same excellent view of the ocean. This is the USP of the hotel.See more room tips',pos
'The moment i stepped in the hotel i felt like a royal and was treated like one. There was nothing which I can think off which was even average. The view of the backwaters from the room is just too good. As night falls, the place becomes more radiant and vibrant. To add to the splendour was the great food. The taste of the fish and its delicacy still lingers on my tongue. Thanks for making the stay so comfortable.',pos
